SDATE,energy,temphigh,templow,is_holiday,wind,humidity,tempavg,hour,weekofyear,dayofweek,season
2019-10-01 02:00:00,39.469000000011874,22,21,0,5,59,21,2,40,2,3
2019-10-01 03:00:00,40.51500000001398,22,21,0,5,59,21,3,40,2,3
2019-10-01 04:00:00,40.187999999994645,22,21,0,5,59,21,4,40,2,3
2019-10-01 05:00:00,41.312000000005355,22,21,0,5,59,21,5,40,2,3
2019-10-01 06:00:00,39.98499999998603,24,21,0,5,57,22,6,40,2,3
2019-10-01 07:00:00,34.0,24,21,0,5,57,22,7,40,2,3
2019-10-01 08:00:00,28.014999999984866,24,21,0,5,57,22,8,40,2,3
2019-10-01 09:00:00,21.485000000015134,24,21,0,5,57,22,9,40,2,3
2019-10-01 10:00:00,20.0,24,21,0,5,57,22,10,40,2,3
2019-10-01 11:00:00,19.20299999997951,24,21,0,5,57,22,11,40,2,3
2019-10-01 12:00:00,19.10899999999674,24,22,0,8,62,23,12,40,2,3
2019-10-01 13:00:00,20.297000000049593,24,22,0,8,62,23,13,40,2,3
2019-10-01 14:00:00,22.70299999997951,24,22,0,8,62,23,14,40,2,3
2019-10-01 15:00:00,28.90600000001723,24,22,0,8,62,23,15,40,2,3
2019-10-01 16:00:00,36.20299999995041,24,22,0,8,62,23,16,40,2,3
2019-10-01 17:00:00,41.07900000002701,24,22,0,8,62,23,17,40,2,3
2019-10-01 18:00:00,43.90600000001723,22,20,0,7,77,21,18,40,2,3
2019-10-01 19:00:00,43.5,22,20,0,7,77,21,19,40,2,3
2019-10-01 20:00:00,43.71799999996437,22,20,0,7,77,21,20,40,2,3
2019-10-01 21:00:00,44.78200000003562,22,20,0,7,77,21,21,40,2,3
2019-10-01 22:00:00,42.59399999998277,22,20,0,7,77,21,22,40,2,3
2019-10-01 23:00:00,41.812000000005355,22,20,0,7,77,21,23,40,2,3
2019-10-02 00:00:00,42.515999999974156,20,18,0,6,94,19,0,40,3,3
2019-10-02 01:00:00,43.18700000003446,20,18,0,6,94,19,1,40,3,3
2019-10-02 02:00:00,42.68799999996554,20,18,0,6,94,19,2,40,3,3
2019-10-02 03:00:00,41.10900000005495,20,18,0,6,94,19,3,40,3,3
2019-10-02 04:00:00,41.40599999995902,20,18,0,6,94,19,4,40,3,3
2019-10-02 05:00:00,40.68800000002374,20,18,0,6,94,19,5,40,3,3
2019-10-02 06:00:00,38.79699999996228,22,18,0,9,92,20,6,40,3,3
2019-10-02 07:00:00,33.90600000004634,22,18,0,9,92,20,7,40,3,3
2019-10-02 08:00:00,31.10899999999674,22,18,0,9,92,20,8,40,3,3
2019-10-02 09:00:00,23.202999999950407,22,18,0,9,92,20,9,40,3,3
2019-10-02 10:00:00,22.891000000061467,22,18,0,9,92,20,10,40,3,3
2019-10-02 11:00:00,21.609999999956926,22,18,0,9,92,20,11,40,3,3
2019-10-02 12:00:00,20.48399999999674,25,22,0,13,68,23,12,40,3,3
2019-10-02 13:00:00,20.405999999988126,25,22,0,13,68,23,13,40,3,3
2019-10-02 14:00:00,23.406000000046333,25,22,0,13,68,23,14,40,3,3
2019-10-02 15:00:00,30.296999999991385,25,22,0,13,68,23,15,40,3,3
2019-10-02 16:00:00,36.60899999996764,25,22,0,13,68,23,16,40,3,3
2019-10-02 17:00:00,40.796999999991385,25,22,0,13,68,23,17,40,3,3
2019-10-02 18:00:00,40.79700000004959,24,20,0,5,79,22,18,40,3,3
2019-10-02 19:00:00,40.875999999960186,24,20,0,5,79,22,19,40,3,3
2019-10-02 20:00:00,42.21799999999348,24,20,0,5,79,22,20,40,3,3
2019-10-02 21:00:00,42.28200000000652,24,20,0,5,79,22,21,40,3,3
2019-10-02 22:00:00,41.60899999999674,24,20,0,5,79,22,22,40,3,3
2019-10-02 23:00:00,35.10899999999674,24,20,0,5,79,22,23,40,3,3
2019-10-03 00:00:00,48.312000000005355,21,19,0,4,91,20,0,40,4,3
2019-10-03 01:00:00,42.078999999997905,21,19,0,4,91,20,1,40,4,3
2019-10-03 02:00:00,42.015000000043074,21,19,0,4,91,20,2,40,4,3
2019-10-03 03:00:00,40.094000000011874,21,19,0,4,91,20,3,40,4,3
2019-10-03 04:00:00,38.99999999994179,21,19,0,4,91,20,4,40,4,3
2019-10-03 05:00:00,38.594000000040985,21,19,0,4,91,20,5,40,4,3
2019-10-03 06:00:00,38.999999999970896,29,20,0,6,66,24,6,40,4,3
2019-10-03 07:00:00,34.905999999988126,29,20,0,6,66,24,7,40,4,3
2019-10-03 08:00:00,31.28200000000652,29,20,0,6,66,24,8,40,4,3
2019-10-03 09:00:00,23.015000000043074,29,20,0,6,66,24,9,40,4,3
2019-10-03 10:00:00,19.390999999974156,29,20,0,6,66,24,10,40,4,3
2019-10-03 11:00:00,17.905999999988126,29,20,0,6,66,24,11,40,4,3
2019-10-03 12:00:00,17.703000000008615,29,25,0,7,46,27,12,40,4,3
2019-10-03 13:00:00,20.10899999999674,29,25,0,7,46,27,13,40,4,3
2019-10-03 14:00:00,26.68800000002375,29,25,0,7,46,27,14,40,4,3
2019-10-03 15:00:00,35.09399999998277,29,25,0,7,46,27,15,40,4,3
2019-10-03 16:00:00,41.71800000002259,29,25,0,7,46,27,16,40,4,3
2019-10-03 17:00:00,45.687999999994645,29,25,0,7,46,27,17,40,4,3
2019-10-03 18:00:00,47.905999999988126,25,22,0,5,68,23,18,40,4,3
2019-10-03 19:00:00,45.60899999996764,25,22,0,5,68,23,19,40,4,3
2019-10-03 20:00:00,45.40700000000652,25,22,0,5,68,23,20,40,4,3
2019-10-03 21:00:00,44.17200000002049,25,22,0,5,68,23,21,40,4,3
2019-10-03 22:00:00,44.81199999997625,25,22,0,5,68,23,22,40,4,3
2019-10-03 23:00:00,42.485000000015134,25,22,0,5,68,23,23,40,4,3
2019-10-04 00:00:00,41.82699999999022,22,18,0,3,83,20,0,40,5,3
2019-10-04 01:00:00,43.501000000018394,22,18,0,3,83,20,1,40,5,3
2019-10-04 02:00:00,42.687000000005355,22,18,0,3,83,20,2,40,5,3
2019-10-04 03:00:00,43.10899999996764,22,18,0,3,83,20,3,40,5,3
2019-10-04 04:00:00,41.78200000000652,22,18,0,3,83,20,4,40,5,3
2019-10-04 05:00:00,39.500000000029104,22,18,0,3,83,20,5,40,5,3
2019-10-04 06:00:00,39.499999999970896,27,19,0,13,64,23,6,40,5,3
2019-10-04 07:00:00,41.31200000003446,27,19,0,13,64,23,7,40,5,3
2019-10-04 08:00:00,44.281999999977415,27,19,0,13,64,23,8,40,5,3
2019-10-04 09:00:00,39.421999999991385,27,19,0,13,64,23,9,40,5,3
2019-10-04 10:00:00,37.312000000005355,27,19,0,13,64,23,10,40,5,3
2019-10-04 11:00:00,39.5,27,19,0,13,64,23,11,40,5,3
2019-10-04 12:00:00,37.687000000005355,29,27,0,16,43,28,12,40,5,3
2019-10-04 13:00:00,39.28200000000652,29,27,0,16,43,28,13,40,5,3
2019-10-04 14:00:00,38.5,29,27,0,16,43,28,14,40,5,3
2019-10-04 15:00:00,44.42099999997299,29,27,0,16,43,28,15,40,5,3
2019-10-04 16:00:00,42.985000000015134,29,27,0,16,43,28,16,40,5,3
2019-10-04 17:00:00,42.71799999999348,29,27,0,16,43,28,17,40,5,3
2019-10-04 18:00:00,33.095000000001164,27,22,0,11,59,24,18,40,5,3
2019-10-04 19:00:00,28.0,27,22,0,11,59,24,19,40,5,3
2019-10-04 20:00:00,27.59299999999348,27,22,0,11,59,24,20,40,5,3
2019-10-04 21:00:00,27.594000000040975,27,22,0,11,59,24,21,40,5,3
2019-10-04 22:00:00,27.687999999965538,27,22,0,11,59,24,22,40,5,3
2019-10-04 23:00:00,27.812000000034462,27,22,0,11,59,24,23,40,5,3
2019-10-05 00:00:00,27.812999999965538,22,18,1,5,83,20,0,40,6,3
2019-10-05 01:00:00,27.59299999999348,22,18,1,5,83,20,1,40,6,3
2019-10-05 02:00:00,27.688000000023752,22,18,1,5,83,20,2,40,6,3
2019-10-05 03:00:00,27.5,22,18,1,5,83,20,3,40,6,3
2019-10-05 04:00:00,27.5,22,18,1,5,83,20,4,40,6,3
2019-10-05 05:00:00,27.59399999998277,22,18,1,5,83,20,5,40,6,3
2019-10-05 06:00:00,26.125,25,18,1,18,55,21,6,40,6,3
2019-10-05 07:00:00,16.59299999999348,25,18,1,18,55,21,7,40,6,3
2019-10-05 08:00:00,6.782000000006518,25,18,1,18,55,21,8,40,6,3
2019-10-05 09:00:00,4.0,25,18,1,18,55,21,9,40,6,3
2019-10-05 10:00:00,6.5,25,18,1,18,55,21,10,40,6,3
2019-10-05 11:00:00,9.21799999999348,25,18,1,18,55,21,11,40,6,3
2019-10-05 12:00:00,8.094000000040976,26,23,1,12,31,24,12,40,6,3
2019-10-05 13:00:00,12.593999999982769,26,23,1,12,31,24,13,40,6,3
2019-10-05 14:00:00,18.90600000001723,26,23,1,12,31,24,14,40,6,3
2019-10-05 15:00:00,8.093999999982769,26,23,1,12,31,24,15,40,6,3
2019-10-05 16:00:00,18.21899999998277,26,23,1,12,31,24,16,40,6,3
2019-10-05 17:00:00,29.875,26,23,1,12,31,24,17,40,6,3
2019-10-05 18:00:00,28.312000000034462,23,17,1,5,63,20,18,40,6,3
2019-10-05 19:00:00,28.5,23,17,1,5,63,20,19,40,6,3
2019-10-05 20:00:00,27.687999999965538,23,17,1,5,63,20,20,40,6,3
2019-10-05 21:00:00,27.812000000034462,23,17,1,5,63,20,21,40,6,3
2019-10-05 22:00:00,27.5,23,17,1,5,63,20,22,40,6,3
2019-10-05 23:00:00,27.405999999959025,23,17,1,5,63,20,23,40,6,3
2019-10-06 00:00:00,27.78200000000652,18,16,1,1,80,17,0,40,7,3
2019-10-06 01:00:00,27.312000000034462,18,16,1,1,80,17,1,40,7,3
2019-10-06 02:00:00,27.187999999965538,18,16,1,1,80,17,2,40,7,3
2019-10-06 03:00:00,26.0,18,16,1,1,80,17,3,40,7,3
2019-10-06 04:00:00,26.125,18,16,1,1,80,17,4,40,7,3
2019-10-06 05:00:00,26.375,18,16,1,1,80,17,5,40,7,3
2019-10-06 06:00:00,26.125,24,17,1,6,68,20,6,40,7,3
2019-10-06 07:00:00,20.687000000034462,24,17,1,6,68,20,7,40,7,3
2019-10-06 08:00:00,14.5,24,17,1,6,68,20,8,40,7,3
2019-10-06 09:00:00,7.687999999965541,24,17,1,6,68,20,9,40,7,3
2019-10-06 10:00:00,14.0,24,17,1,6,68,20,10,40,7,3
2019-10-06 11:00:00,10.5,24,17,1,6,68,20,11,40,7,3
2019-10-06 12:00:00,16.5,27,24,1,10,56,25,12,40,7,3
2019-10-06 13:00:00,22.90600000001723,27,24,1,10,56,25,13,40,7,3
2019-10-06 14:00:00,24.311999999976248,27,24,1,10,56,25,14,40,7,3
2019-10-06 15:00:00,25.5,27,24,1,10,56,25,15,40,7,3
2019-10-06 16:00:00,25.78200000000652,27,24,1,10,56,25,16,40,7,3
2019-10-06 17:00:00,27.0,27,24,1,10,56,25,17,40,7,3
2019-10-06 18:00:00,27.312000000034462,25,21,1,4,73,23,18,40,7,3
2019-10-06 19:00:00,27.405999999959025,25,21,1,4,73,23,19,40,7,3
2019-10-06 20:00:00,27.28200000000652,25,21,1,4,73,23,20,40,7,3
2019-10-06 21:00:00,27.21799999999348,25,21,1,4,73,23,21,40,7,3
2019-10-06 22:00:00,27.594000000040975,25,21,1,4,73,23,22,40,7,3
2019-10-06 23:00:00,24.812999999965538,25,21,1,4,73,23,23,40,7,3
2019-10-07 00:00:00,29.59299999999348,21,17,0,13,77,19,0,41,1,3
2019-10-07 01:00:00,27.188000000023752,21,17,0,13,77,19,1,41,1,3
2019-10-07 02:00:00,26.811999999976248,21,17,0,13,77,19,2,41,1,3
2019-10-07 03:00:00,26.0,21,17,0,13,77,19,3,41,1,3
2019-10-07 04:00:00,26.188000000023752,21,17,0,13,77,19,4,41,1,3
2019-10-07 05:00:00,26.5,21,17,0,13,77,19,5,41,1,3
2019-10-07 06:00:00,25.311999999976248,23,17,0,10,41,20,6,41,1,3
2019-10-07 07:00:00,17.28200000000652,23,17,0,10,41,20,7,41,1,3
2019-10-07 08:00:00,8.21799999999348,23,17,0,10,41,20,8,41,1,3
2019-10-07 09:00:00,4.282000000006518,23,17,0,10,41,20,9,41,1,3
2019-10-07 10:00:00,4.812000000034459,23,17,0,10,41,20,10,41,1,3
2019-10-07 11:00:00,7.687999999965541,23,17,0,10,41,20,11,41,1,3
2019-10-07 12:00:00,7.5,25,21,0,10,29,23,12,41,1,3
2019-10-07 13:00:00,4.717999999993482,25,21,0,10,29,23,13,41,1,3
2019-10-07 14:00:00,5.094000000040979,25,21,0,10,29,23,14,41,1,3
2019-10-07 15:00:00,11.0,25,21,0,10,29,23,15,41,1,3
2019-10-07 16:00:00,22.687999999965538,25,21,0,10,29,23,16,41,1,3
2019-10-07 17:00:00,26.90600000001723,25,21,0,10,29,23,17,41,1,3
2019-10-07 18:00:00,27.59399999998277,21,17,0,11,51,19,18,41,1,3
2019-10-07 19:00:00,27.812000000034462,21,17,0,11,51,19,19,41,1,3
2019-10-07 20:00:00,28.09399999998277,21,17,0,11,51,19,20,41,1,3
2019-10-07 21:00:00,27.40600000001723,21,17,0,11,51,19,21,41,1,3
2019-10-07 22:00:00,27.09399999998277,21,17,0,11,51,19,22,41,1,3
2019-10-07 23:00:00,26.811999999976248,21,17,0,11,51,19,23,41,1,3
2019-10-08 00:00:00,25.90700000000652,17,16,0,6,55,16,0,41,2,3
2019-10-08 01:00:00,26.09299999999348,17,16,0,6,55,16,1,41,2,3
2019-10-08 02:00:00,25.78200000000652,17,16,0,6,55,16,2,41,2,3
2019-10-08 03:00:00,26.312000000034462,17,16,0,6,55,16,3,41,2,3
2019-10-08 04:00:00,26.09399999998277,17,16,0,6,55,16,4,41,2,3
2019-10-08 05:00:00,26.311999999976248,17,16,0,6,55,16,5,41,2,3
2019-10-08 06:00:00,62.282000000006526,23,16,0,8,50,19,6,41,2,3
2019-10-08 07:00:00,63.0,23,16,0,8,50,19,7,41,2,3
2019-10-08 08:00:00,59.217999999993474,23,16,0,8,50,19,8,41,2,3
2019-10-08 09:00:00,63.5,23,16,0,8,50,19,9,41,2,3
2019-10-08 10:00:00,75.09400000004099,23,16,0,8,50,19,10,41,2,3
2019-10-08 11:00:00,86.68799999996556,23,16,0,8,50,19,11,41,2,3
2019-10-08 12:00:00,82.5,23,22,0,10,44,22,12,41,2,3
2019-10-08 13:00:00,55.81200000003446,23,22,0,10,44,22,13,41,2,3
2019-10-08 14:00:00,56.40599999995902,23,22,0,10,44,22,14,41,2,3
2019-10-08 15:00:00,43.68800000002375,23,22,0,10,44,22,15,41,2,3
2019-10-08 16:00:00,47.40600000001722,23,22,0,10,44,22,16,41,2,3
2019-10-08 17:00:00,45.59399999998278,23,22,0,10,44,22,17,41,2,3
2019-10-08 18:00:00,35.81199999997625,22,17,0,6,44,19,18,41,2,3
2019-10-08 19:00:00,32.68800000002375,22,17,0,6,44,19,19,41,2,3
2019-10-08 20:00:00,31.59399999998277,22,17,0,6,44,19,20,41,2,3
2019-10-08 21:00:00,28.71799999999348,22,17,0,6,44,19,21,41,2,3
2019-10-08 22:00:00,32.78200000000652,22,17,0,6,44,19,22,41,2,3
2019-10-08 23:00:00,29.812000000034462,22,17,0,6,44,19,23,41,2,3
2019-10-09 00:00:00,29.59399999998277,17,15,0,3,70,16,0,41,3,3
2019-10-09 01:00:00,28.811999999976248,17,15,0,3,70,16,1,41,3,3
2019-10-09 02:00:00,28.688000000023752,17,15,0,3,70,16,2,41,3,3
2019-10-09 03:00:00,28.59399999998277,17,15,0,3,70,16,3,41,3,3
2019-10-09 04:00:00,28.5,17,15,0,3,70,16,4,41,3,3
2019-10-09 05:00:00,28.5,17,15,0,3,70,16,5,41,3,3
2019-10-09 06:00:00,87.5,24,16,0,5,63,20,6,41,3,3
2019-10-09 07:00:00,60.0,24,16,0,5,63,20,7,41,3,3
2019-10-09 08:00:00,67.71799999999348,24,16,0,5,63,20,8,41,3,3
2019-10-09 09:00:00,100.0,24,16,0,5,63,20,9,41,3,3
2019-10-09 10:00:00,96.40700000000652,24,16,0,5,63,20,10,41,3,3
2019-10-09 11:00:00,86.875,24,16,0,5,63,20,11,41,3,3
2019-10-09 12:00:00,83.31200000003446,26,23,0,5,49,24,12,41,3,3
2019-10-09 13:00:00,64.40599999995902,26,23,0,5,49,24,13,41,3,3
2019-10-09 14:00:00,2414.7190000000114,26,23,0,5,49,24,14,41,3,3
2019-10-09 15:00:00,95.88999999998487,26,23,0,5,49,24,15,41,3,3
2019-10-09 16:00:00,76.78200000000652,26,23,0,5,49,24,16,41,3,3
2019-10-09 17:00:00,46.31200000003446,26,23,0,5,49,24,17,41,3,3
2019-10-09 18:00:00,34.90599999995902,23,20,0,5,68,21,18,41,3,3
2019-10-09 19:00:00,33.09400000004098,23,20,0,5,68,21,19,41,3,3
2019-10-09 20:00:00,30.905999999959025,23,20,0,5,68,21,20,41,3,3
2019-10-09 21:00:00,31.40700000000652,23,20,0,5,68,21,21,41,3,3
2019-10-09 22:00:00,30.0,23,20,0,5,68,21,22,41,3,3
2019-10-09 23:00:00,27.09299999999348,23,20,0,5,68,21,23,41,3,3
2019-10-10 00:00:00,32.0,21,17,0,2,89,19,0,41,4,3
2019-10-10 01:00:00,29.28200000000652,21,17,0,2,89,19,1,41,4,3
2019-10-10 02:00:00,29.90600000001723,21,17,0,2,89,19,2,41,4,3
2019-10-10 03:00:00,29.71899999998277,21,17,0,2,89,19,3,41,4,3
2019-10-10 04:00:00,29.687000000034462,21,17,0,2,89,19,4,41,4,3
2019-10-10 05:00:00,29.09399999998277,21,17,0,2,89,19,5,41,4,3
2019-10-10 06:00:00,76.59399999998277,26,18,0,10,72,22,6,41,4,3
2019-10-10 07:00:00,47.31200000003446,26,18,0,10,72,22,7,41,4,3
2019-10-10 08:00:00,70.5,26,18,0,10,72,22,8,41,4,3
2019-10-10 09:00:00,96.40599999995901,26,18,0,10,72,22,9,41,4,3
2019-10-10 10:00:00,132.59400000004098,26,18,0,10,72,22,10,41,4,3
2019-10-10 11:00:00,111.5,26,18,0,10,72,22,11,41,4,3
2019-10-10 12:00:00,99.68799999996556,27,23,0,13,54,25,12,41,4,3
2019-10-10 13:00:00,126.125,27,23,0,13,54,25,13,41,4,3
2019-10-10 14:00:00,80.18700000003446,27,23,0,13,54,25,14,41,4,3
2019-10-10 15:00:00,80.81299999996554,27,23,0,13,54,25,15,41,4,3
2019-10-10 16:00:00,81.0,27,23,0,13,54,25,16,41,4,3
2019-10-10 17:00:00,74.68700000003446,27,23,0,13,54,25,17,41,4,3
2019-10-10 18:00:00,39.68799999996554,23,18,0,5,87,20,18,41,4,3
2019-10-10 19:00:00,32.21799999999348,23,18,0,5,87,20,19,41,4,3
2019-10-10 20:00:00,32.5,23,18,0,5,87,20,20,41,4,3
2019-10-10 21:00:00,30.594000000040975,23,18,0,5,87,20,21,41,4,3
2019-10-10 22:00:00,30.0,23,18,0,5,87,20,22,41,4,3
2019-10-10 23:00:00,29.0,23,18,0,5,87,20,23,41,4,3
2019-10-11 00:00:00,27.687999999965538,19,16,0,6,94,17,0,41,5,3
2019-10-11 01:00:00,28.40600000001723,19,16,0,6,94,17,1,41,5,3
2019-10-11 02:00:00,28.09399999998277,19,16,0,6,94,17,2,41,5,3
2019-10-11 03:00:00,28.0,19,16,0,6,94,17,3,41,5,3
2019-10-11 04:00:00,27.71799999999348,19,16,0,6,94,17,4,41,5,3
2019-10-11 05:00:00,27.5,19,16,0,6,94,17,5,41,5,3
2019-10-11 06:00:00,81.0,26,16,0,6,70,21,6,41,5,3
2019-10-11 07:00:00,56.782000000006526,26,16,0,6,70,21,7,41,5,3
2019-10-11 08:00:00,831.2030000000087,26,16,0,6,70,21,8,41,5,3
2019-10-11 09:00:00,109.81200000000536,26,16,0,6,70,21,9,41,5,3
2019-10-11 10:00:00,185.48499999998603,26,16,0,6,70,21,10,41,5,3
2019-10-11 11:00:00,141.10899999999674,26,16,0,6,70,21,11,41,5,3
2019-10-11 12:00:00,141.40700000000652,28,24,0,6,45,26,12,41,5,3
2019-10-11 13:00:00,129.98399999999674,28,24,0,6,45,26,13,41,5,3
2019-10-11 14:00:00,104.4210000000021,28,24,0,6,45,26,14,41,5,3
2019-10-11 15:00:00,100.98500000004425,28,24,0,6,45,26,15,41,5,3
2019-10-11 16:00:00,103.39099999997416,28,24,0,6,45,26,16,41,5,3
2019-10-11 17:00:00,99.21800000002258,28,24,0,6,45,26,17,41,5,3
2019-10-11 18:00:00,70.18799999996554,24,19,0,7,54,21,18,41,5,3
2019-10-11 19:00:00,50.094000000011874,24,19,0,7,54,21,19,41,5,3
2019-10-11 20:00:00,50.81199999997625,24,19,0,7,54,21,20,41,5,3
2019-10-11 21:00:00,47.5,24,19,0,7,54,21,21,41,5,3
2019-10-11 22:00:00,44.51600000000326,24,19,0,7,54,21,22,41,5,3
2019-10-11 23:00:00,43.48400000005495,24,19,0,7,54,21,23,41,5,3
2019-10-12 00:00:00,42.781999999948304,20,16,1,2,71,18,0,41,6,3
2019-10-12 01:00:00,43.01500000001397,20,16,1,2,71,18,1,41,6,3
2019-10-12 02:00:00,42.90600000001723,20,16,1,2,71,18,2,41,6,3
2019-10-12 03:00:00,39.79699999996228,20,16,1,2,71,18,3,41,6,3
2019-10-12 04:00:00,46.29700000002049,20,16,1,2,71,18,4,41,6,3
2019-10-12 05:00:00,44.10899999999673,20,16,1,2,71,18,5,41,6,3
2019-10-12 06:00:00,76.68799999999464,29,16,1,4,66,22,6,41,6,3
2019-10-12 07:00:00,84.90599999998813,29,16,1,4,66,22,7,41,6,3
2019-10-12 08:00:00,116.79700000004961,29,16,1,4,66,22,8,41,6,3
2019-10-12 09:00:00,141.59399999995367,29,16,1,4,66,22,9,41,6,3
2019-10-12 10:00:00,138.20300000003772,29,16,1,4,66,22,10,41,6,3
2019-10-12 11:00:00,137.01499999995573,29,16,1,4,66,22,11,41,6,3
2019-10-12 12:00:00,161.98500000004424,31,29,1,10,34,30,12,41,6,3
2019-10-12 13:00:00,114.68799999996554,31,29,1,10,34,30,13,41,6,3
2019-10-12 14:00:00,101.31200000000536,31,29,1,10,34,30,14,41,6,3
2019-10-12 15:00:00,107.90599999998813,31,29,1,10,34,30,15,41,6,3
2019-10-12 16:00:00,105.89100000000326,31,29,1,10,34,30,16,41,6,3
2019-10-12 17:00:00,94.31200000003446,31,29,1,10,34,30,17,41,6,3
2019-10-12 18:00:00,55.39100000000326,29,24,1,8,49,26,18,41,6,3
2019-10-12 19:00:00,48.21799999996438,29,24,1,8,49,26,19,41,6,3
2019-10-12 20:00:00,47.28200000003562,29,24,1,8,49,26,20,41,6,3
2019-10-12 21:00:00,48.31299999996554,29,24,1,8,49,26,21,41,6,3
2019-10-12 22:00:00,46.296000000002095,29,24,1,8,49,26,22,41,6,3
2019-10-12 23:00:00,36.812999999994645,29,24,1,8,49,26,23,41,6,3
2019-10-13 00:00:00,50.67200000002049,24,17,1,4,67,20,0,41,7,3
2019-10-13 01:00:00,43.20299999997951,24,17,1,4,67,20,1,41,7,3
2019-10-13 02:00:00,43.094000000011874,24,17,1,4,67,20,2,41,7,3
2019-10-13 03:00:00,43.609000000025844,24,17,1,4,67,20,3,41,7,3
2019-10-13 04:00:00,41.5,24,17,1,4,67,20,4,41,7,3
2019-10-13 05:00:00,42.09399999998277,24,17,1,4,67,20,5,41,7,3
2019-10-13 06:00:00,41.90600000001723,29,18,1,14,55,23,6,41,7,3
2019-10-13 07:00:00,41.203000000008615,29,18,1,14,55,23,7,41,7,3
2019-10-13 08:00:00,42.70299999997951,29,18,1,14,55,23,8,41,7,3
2019-10-13 09:00:00,43.594000000011874,29,18,1,14,55,23,9,41,7,3
2019-10-13 10:00:00,42.71799999996437,29,18,1,14,55,23,10,41,7,3
2019-10-13 11:00:00,42.485000000015134,29,18,1,14,55,23,11,41,7,3
2019-10-13 12:00:00,68.60899999999674,30,24,1,16,39,27,12,41,7,3
2019-10-13 13:00:00,67.5789999999979,30,24,1,16,39,27,13,41,7,3
2019-10-13 14:00:00,67.82699999999022,30,24,1,16,39,27,14,41,7,3
2019-10-13 15:00:00,69.28200000000652,30,24,1,16,39,27,15,41,7,3
2019-10-13 16:00:00,43.39100000000326,30,24,1,16,39,27,16,41,7,3
2019-10-13 17:00:00,44.01500000001397,30,24,1,16,39,27,17,41,7,3
2019-10-13 18:00:00,44.09399999998277,24,19,1,5,75,21,18,41,7,3
2019-10-13 19:00:00,43.514999999984866,24,19,1,5,75,21,19,41,7,3
2019-10-13 20:00:00,43.0,24,19,1,5,75,21,20,41,7,3
2019-10-13 21:00:00,42.90700000000652,24,19,1,5,75,21,21,41,7,3
2019-10-13 22:00:00,42.390000000043074,24,19,1,5,75,21,22,41,7,3
2019-10-13 23:00:00,42.68799999996554,24,19,1,5,75,21,23,41,7,3
2019-10-14 00:00:00,41.81200000003446,19,16,0,3,90,17,0,42,1,3
2019-10-14 01:00:00,41.796999999991385,19,16,0,3,90,17,1,42,1,3
2019-10-14 02:00:00,40.90599999995902,19,16,0,3,90,17,2,42,1,3
2019-10-14 03:00:00,41.78200000000652,19,16,0,3,90,17,3,42,1,3
2019-10-14 04:00:00,41.60899999999674,19,16,0,3,90,17,4,42,1,3
2019-10-14 05:00:00,42.20300000003772,19,16,0,3,90,17,5,42,1,3
2019-10-14 06:00:00,100.68799999996556,29,16,0,4,65,22,6,42,1,3
2019-10-14 07:00:00,71.40600000004633,29,16,0,4,65,22,7,42,1,3
2019-10-14 08:00:00,85.79699999996228,29,16,0,4,65,22,8,42,1,3
2019-10-14 09:00:00,99.40599999998813,29,16,0,4,65,22,9,42,1,3
2019-10-14 10:00:00,127.90700000000652,29,16,0,4,65,22,10,42,1,3
2019-10-14 11:00:00,140.68700000000536,29,16,0,4,65,22,11,42,1,3
2019-10-14 12:00:00,96.01499999998487,31,27,0,6,30,29,12,42,1,3
2019-10-14 13:00:00,94.07900000002701,31,27,0,6,30,29,13,42,1,3
2019-10-14 14:00:00,91.71799999999348,31,27,0,6,30,29,14,42,1,3
2019-10-14 15:00:00,104.98500000001513,31,27,0,6,30,29,15,42,1,3
2019-10-14 16:00:00,107.09399999998277,31,27,0,6,30,29,16,42,1,3
2019-10-14 17:00:00,97.625,31,27,0,6,30,29,17,42,1,3
2019-10-14 18:00:00,60.998999999981606,27,19,0,5,66,23,18,42,1,3
2019-10-14 19:00:00,53.17300000000979,27,19,0,5,66,23,19,42,1,3
2019-10-14 20:00:00,48.73399999999674,27,19,0,5,66,23,20,42,1,3
2019-10-14 21:00:00,48.187000000005355,27,19,0,5,66,23,21,42,1,3
2019-10-14 22:00:00,48.39100000003236,27,19,0,5,66,23,22,42,1,3
2019-10-14 23:00:00,48.90599999995902,27,19,0,5,66,23,23,42,1,3
2019-10-15 00:00:00,46.610000000015134,20,17,0,2,85,18,0,42,2,3
2019-10-15 01:00:00,45.405999999988126,20,17,0,2,85,18,1,42,2,3
2019-10-15 02:00:00,45.390000000043074,20,17,0,2,85,18,2,42,2,3
2019-10-15 03:00:00,43.79699999996228,20,17,0,2,85,18,3,42,2,3
2019-10-15 04:00:00,43.59400000004098,20,17,0,2,85,18,4,42,2,3
2019-10-15 05:00:00,44.59399999995366,20,17,0,2,85,18,5,42,2,3
2019-10-15 06:00:00,86.9210000000021,30,17,0,3,56,23,6,42,2,3
2019-10-15 07:00:00,96.90700000000652,30,17,0,3,56,23,7,42,2,3
2019-10-15 08:00:00,115.18799999999464,30,17,0,3,56,23,8,42,2,3
2019-10-15 09:00:00,138.20300000000861,30,17,0,3,56,23,9,42,2,3
2019-10-15 10:00:00,124.09300000002257,30,17,0,3,56,23,10,42,2,3
